"occurrenceID","basisOfRecord","eventDate","decimalLatitude","decimalLongitude","occurrenceStatus","countryCode","geodeticDatum","institutionCode","georeferenceProtocol","samplingProtocol","scientificName","scientificNameID","kingdom","taxonRank","coordinateUncertaintyInMeters","parentEventID"
"CCES_Drift-17_2018-11-13T13:00:00_ZC","MachineObservation","2018-11-13T13:00:00Z/2018-11-13T13:01:07Z",28.38903,-118.41431,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-13T13:04:57_ZC","MachineObservation","2018-11-13T13:04:57Z/2018-11-13T13:05:37Z",28.3897,-118.41397,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T02:00:05_ZC","MachineObservation","2018-11-14T02:00:05Z/2018-11-14T02:00:38Z",28.44621,-118.38318,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T02:08:26_ZC","MachineObservation","2018-11-14T02:08:26Z/2018-11-14T02:08:49Z",28.44621,-118.38318,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T02:16:00_ZC","MachineObservation","2018-11-14T02:16:00Z/2018-11-14T02:17:38Z",28.44621,-118.3826,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T02:20:02_ZC","MachineObservation","2018-11-14T02:20:02Z/2018-11-14T02:21:39Z",28.44621,-118.3826,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T02:24:21_ZC","MachineObservation","2018-11-14T02:24:21Z/2018-11-14T02:25:58Z",28.44621,-118.3826,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T03:40:07_ZC","MachineObservation","2018-11-14T03:40:07Z/2018-11-14T03:40:14Z",28.45037,-118.3759,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T16:21:09_ZC","MachineObservation","2018-11-14T16:21:09Z/2018-11-14T16:21:10Z",28.49758,-118.37643,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T22:17:31_ZC","MachineObservation","2018-11-14T22:17:31Z/2018-11-14T22:17:46Z",28.53082,-118.38324,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T22:21:30_ZC","MachineObservation","2018-11-14T22:21:30Z/2018-11-14T22:21:59Z",28.53082,-118.38324,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T22:25:09_ZC","MachineObservation","2018-11-14T22:25:09Z/2018-11-14T22:25:41Z",28.53082,-118.38324,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T22:32:15_ZC","MachineObservation","2018-11-14T22:32:15Z/2018-11-14T22:32:19Z",28.53315,-118.38359,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T22:37:06_ZC","MachineObservation","2018-11-14T22:37:06Z/2018-11-14T22:37:56Z",28.53315,-118.38359,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T22:40:06_ZC","MachineObservation","2018-11-14T22:40:06Z/2018-11-14T22:41:58Z",28.53315,-118.38359,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T22:48:56_ZC","MachineObservation","2018-11-14T22:48:56Z/2018-11-14T22:49:15Z",28.53501,-118.38338,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T22:52:07_ZC","MachineObservation","2018-11-14T22:52:07Z/2018-11-14T22:52:34Z",28.53501,-118.38338,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T22:57:29_ZC","MachineObservation","2018-11-14T22:57:29Z/2018-11-14T22:57:35Z",28.53501,-118.38338,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-14T23:00:09_ZC","MachineObservation","2018-11-14T23:00:09Z/2018-11-14T23:00:55Z",28.53624,-118.38329,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-15T21:08:04_ZC","MachineObservation","2018-11-15T21:08:04Z/2018-11-15T21:09:39Z",28.64869,-118.46294,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-15T21:13:11_ZC","MachineObservation","2018-11-15T21:13:11Z/2018-11-15T21:13:13Z",28.64869,-118.46294,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-15T21:17:36_ZC","MachineObservation","2018-11-15T21:17:36Z/2018-11-15T21:17:50Z",28.64869,-118.46294,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-15T21:20:06_ZC","MachineObservation","2018-11-15T21:20:06Z/2018-11-15T21:20:14Z",28.64869,-118.46294,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-15T21:25:11_ZC","MachineObservation","2018-11-15T21:25:11Z/2018-11-15T21:25:41Z",28.64923,-118.46335,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-15T21:28:03_ZC","MachineObservation","2018-11-15T21:28:03Z/2018-11-15T21:29:27Z",28.64923,-118.46335,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-15T21:32:56_ZC","MachineObservation","2018-11-15T21:32:56Z/2018-11-15T21:32:56Z",28.64923,-118.46335,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-17T22:24:10_ZC","MachineObservation","2018-11-17T22:24:10Z/2018-11-17T22:25:52Z",28.79263,-118.79637,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-17T22:32:27_ZC","MachineObservation","2018-11-17T22:32:27Z/2018-11-17T22:32:29Z",28.79307,-118.79894,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-17T22:36:16_ZC","MachineObservation","2018-11-17T22:36:16Z/2018-11-17T22:37:42Z",28.79307,-118.79894,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-17T22:40:13_ZC","MachineObservation","2018-11-17T22:40:13Z/2018-11-17T22:40:14Z",28.79307,-118.79894,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-18T02:04:45_ZC","MachineObservation","2018-11-18T02:04:45Z/2018-11-18T02:04:49Z",28.7948,-118.81998,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-18T02:13:37_ZC","MachineObservation","2018-11-18T02:13:37Z/2018-11-18T02:13:37Z",28.7948,-118.81998,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-18T15:17:35_ZC","MachineObservation","2018-11-18T15:17:35Z/2018-11-18T15:17:54Z",28.75387,-118.90364,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-18T15:20:20_ZC","MachineObservation","2018-11-18T15:20:20Z/2018-11-18T15:21:41Z",28.75387,-118.90364,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-18T15:24:00_ZC","MachineObservation","2018-11-18T15:24:00Z/2018-11-18T15:24:19Z",28.75387,-118.90364,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-18T17:24:04_ZC","MachineObservation","2018-11-18T17:24:04Z/2018-11-18T17:25:03Z",28.74145,-118.91574,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-18T17:36:04_ZC","MachineObservation","2018-11-18T17:36:04Z/2018-11-18T17:36:08Z",28.73787,-118.91861,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-18T23:48:10_ZC","MachineObservation","2018-11-18T23:48:10Z/2018-11-18T23:48:10Z",28.69814,-118.95779,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-18T23:56:04_ZC","MachineObservation","2018-11-18T23:56:04Z/2018-11-18T23:57:31Z",28.69516,-118.9606,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:01:41_ZC","MachineObservation","2018-11-19T00:01:41Z/2018-11-19T00:01:43Z",28.69516,-118.9606,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:04:00_ZC","MachineObservation","2018-11-19T00:04:00Z/2018-11-19T00:05:48Z",28.69516,-118.9606,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:08:05_ZC","MachineObservation","2018-11-19T00:08:05Z/2018-11-19T00:09:58Z",28.69516,-118.9606,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:12:00_ZC","MachineObservation","2018-11-19T00:12:00Z/2018-11-19T00:13:50Z",28.69516,-118.9606,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:16:00_ZC","MachineObservation","2018-11-19T00:16:00Z/2018-11-19T00:17:56Z",28.69516,-118.9606,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:20:00_ZC","MachineObservation","2018-11-19T00:20:00Z/2018-11-19T00:21:59Z",28.69516,-118.9606,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:24:02_ZC","MachineObservation","2018-11-19T00:24:02Z/2018-11-19T00:25:59Z",28.69516,-118.9606,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:28:00_ZC","MachineObservation","2018-11-19T00:28:00Z/2018-11-19T00:29:54Z",28.69237,-118.96291,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:32:05_ZC","MachineObservation","2018-11-19T00:32:05Z/2018-11-19T00:33:52Z",28.69237,-118.96291,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:36:00_ZC","MachineObservation","2018-11-19T00:36:00Z/2018-11-19T00:37:17Z",28.69237,-118.96291,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:40:02_ZC","MachineObservation","2018-11-19T00:40:02Z/2018-11-19T00:41:56Z",28.69237,-118.96291,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T00:44:00_ZC","MachineObservation","2018-11-19T00:44:00Z/2018-11-19T00:45:58Z",28.69237,-118.96291,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T02:25:34_ZC","MachineObservation","2018-11-19T02:25:34Z/2018-11-19T02:25:38Z",28.68206,-118.972,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T02:29:39_ZC","MachineObservation","2018-11-19T02:29:39Z/2018-11-19T02:29:39Z",28.68206,-118.972,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T02:32:07_ZC","MachineObservation","2018-11-19T02:32:07Z/2018-11-19T02:33:10Z",28.68206,-118.972,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T02:36:22_ZC","MachineObservation","2018-11-19T02:36:22Z/2018-11-19T02:36:41Z",28.68206,-118.972,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T14:56:24_ZC","MachineObservation","2018-11-19T14:56:24Z/2018-11-19T14:56:24Z",28.58857,-118.99966,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T15:00:09_ZC","MachineObservation","2018-11-19T15:00:09Z/2018-11-19T15:00:11Z",28.58857,-118.99966,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T15:04:16_ZC","MachineObservation","2018-11-19T15:04:16Z/2018-11-19T15:04:26Z",28.58857,-118.99966,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T15:08:00_ZC","MachineObservation","2018-11-19T15:08:00Z/2018-11-19T15:09:45Z",28.58784,-118.99968,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T15:13:57_ZC","MachineObservation","2018-11-19T15:13:57Z/2018-11-19T15:13:59Z",28.58784,-118.99968,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T15:16:52_ZC","MachineObservation","2018-11-19T15:16:52Z/2018-11-19T15:16:55Z",28.58784,-118.99968,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T15:49:30_ZC","MachineObservation","2018-11-19T15:49:30Z/2018-11-19T15:49:52Z",28.5839,-118.99931,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T15:53:19_ZC","MachineObservation","2018-11-19T15:53:19Z/2018-11-19T15:53:19Z",28.58043,-118.99904,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T15:56:13_ZC","MachineObservation","2018-11-19T15:56:13Z/2018-11-19T15:56:14Z",28.58043,-118.99904,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T16:04:20_ZC","MachineObservation","2018-11-19T16:04:20Z/2018-11-19T16:04:32Z",28.58043,-118.99904,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T16:08:07_ZC","MachineObservation","2018-11-19T16:08:07Z/2018-11-19T16:08:21Z",28.57944,-118.99901,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-19T16:12:45_ZC","MachineObservation","2018-11-19T16:12:45Z/2018-11-19T16:13:36Z",28.57944,-118.99901,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-20T08:52:32_ZC","MachineObservation","2018-11-20T08:52:32Z/2018-11-20T08:53:00Z",28.45549,-118.98347,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-20T12:09:54_ZC","MachineObservation","2018-11-20T12:09:54Z/2018-11-20T12:09:54Z",28.43882,-118.96867,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-20T12:12:49_ZC","MachineObservation","2018-11-20T12:12:49Z/2018-11-20T12:13:33Z",28.43882,-118.96867,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
"CCES_Drift-17_2018-11-20T12:16:34_ZC","MachineObservation","2018-11-20T12:16:34Z/2018-11-20T12:16:35Z",28.43882,-118.96867,"present","US","WGS84","SWFSC","SPOT GPS","https://doi.org/10.6084/m9.figshare.19358036","Ziphius cavirostris","urn:lsid:marinespecies.org:taxname:137127","Animalia","Species",4000,"CCES_Drift-17_2018-10-31T00:07:02Z"
